,obsid,obsdate,ra,dec,subclass,mag5,z,z_err,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err
100076,459706012,18/05/2016,279.773194,40.198355,F5,-999,-0.0001318,4.70E-06,,,,,,,,
59318,168311228,23/10/2013,25.020777,23.297644,K0,13.61149979,-9.55E-05,7.21E-06,-28.63,2.16,4.711,0.049,5143.44,29.44,0.003,0.032
69545,316702203,10/02/2015,183.523688,3.840861,G7,-999,0.00039804,7.52E-05,,,,,,,,
76366,679707011,11/10/2018,97.967829,54.613748,F5,-999,-3.41E-05,1.06E-05,-10.21,3.18,4.198,0.031,6416.96,22.4,-0.092,0.018
77996,820406098,17/04/2020,262.892645,39.586973,K1,17.45140076,-0.00022122,2.02E-05,-66.32,6.05,2.394,0.09,4626.36,59.36,-0.618,0.061
86661,397111097,29/12/2015,137.603766,42.046595,K4,-999,-6.73E-05,2.59E-05,-20.19,7.77,4.701,0.075,4687.32,54.21,0.077,0.044
43084,461511072,27/05/2016,301.5012497,27.5228264,F5,16.56669998,-0.00016508,2.32E-05,,,,,,,,
55760,490601044,08/12/2016,340.379514,19.990317,F3,-999,-0.000153573,6.27E-06,-46.04,1.88,4.237,0.013,6550.15,10.31,-0.361,0.006
81997,260911121,05/11/2014,341.4318494,56.7455156,A1,-999,-0.00018968,1.29E-06,,,,,,,,
70732,686002030,31/10/2018,61.4323111,14.53067,G7,-999,0.000127755,1.64E-05,38.3,4.91,2.395,0.039,4882.12,29.26,-0.443,0.021
48114,710708178,04/01/2019,143.3494635,11.7081174,dM4,-999,2.35E-05,8.23E-06,,,5.181,0.21,3553.34,98.47,,
80232,83410142,25/11/2012,143.655375,-6.386615,G7,-999,-2.89E-05,5.05E-06,,,,,,,,
83560,263615087,09/11/2014,47.056901,48.742585,G6,-999,-0.000170318,1.34E-05,-51.06,4.03,4.044,0.084,5502,51.23,0.121,0.055
37595,99711157,31/12/2012,42.907737,34.034653,F9,15.86999989,-0.00022667,7.01E-06,,,,,,,,
22099,777907050,19/12/2019,67.181482,-2.1945963,F5,-999,0.000188197,1.40E-05,56.42,4.21,4.091,0.044,6392.53,31.39,-0.331,0.026
40124,202207170,01/01/2014,77.783714,19.666257,F5,15.27869987,7.73E-05,1.81E-05,23.16,5.43,4.297,0.064,6290.02,46.31,-0.255,0.046
16704,117701201,02/02/2013,101.18754,50.850579,G2,-999,4.62E-05,3.24E-05,13.86,9.71,4.342,0.192,5982.85,118.61,-0.268,0.126
82152,372405113,17/10/2015,81.947727,15.187685,K3,-999,-6.59E-05,0.00029283,,,,,,,,
94053,128407203,26/02/2013,219.722667,41.451209,G0,-999,0.00012582,1.19E-05,,,,,,,,
59524,227602086,21/03/2014,172.967608,6.433053,G3,-999,7.66E-05,1.49E-05,22.95,4.46,4.011,0.047,5882.6,33.02,0.255,0.029
42867,3605060,10/11/2011,21.278629,31.34112,G8,-999,-0.00038914,5.34E-06,,,,,,,,
78460,558510147,27/03/2017,90.5175,23.0728889,A5,-999,-1.01E-05,4.05E-05,-3.04,12.15,4.118,0.033,8153.88,19.92,-0.214,0.018
84151,813101154,23/03/2020,135.4396759,34.2961029,K5,20.21260071,7.65E-05,9.88E-06,,,,,,,,
63110,144308007,12/04/2013,253.851989,14.453989,G5,-999,0.000151972,1.31E-05,45.56,3.92,4.24,0.042,5566.81,29.4,0.294,0.025
54796,372602029,17/10/2015,4.1576732,37.415864,K3,-999,-6.50E-05,0.00047824,,,,,,,,
53440,406505198,13/01/2016,48.589994,14.48093,K7,-999,6.30E-05,1.02E-05,18.88,3.05,4.476,0.08,3959.24,47.92,-0.226,0.052
94638,313114117,05/02/2015,123.0534167,-0.0427528,A7,-999,0.00013434,6.57E-06,,,,,,,,
79648,278503019,11/12/2014,132.161623,52.088235,G9,14.98260021,-1.67E-06,2.70E-05,-0.5,8.08,4.788,0.135,5162.69,86.41,-0.102,0.09
82222,43209121,19/02/2012,130.388832,17.233062,F8,14.90569973,-0.000111677,1.75E-05,-33.48,5.25,4.16,0.062,5999.15,44.76,-0.377,0.044
53944,400107108,04/01/2016,93.855655,12.038606,A2,16.83259964,1.50E-05,1.14E-05,,,,,,,,
38305,43004019,19/02/2012,170.87038,5.98561,K4,-999,-4.95E-05,2.12E-05,,,,,,,,
28810,529008185,03/02/2017,93.3766485,22.0638718,F9,-999,0.000234796,2.52E-05,70.39,7.55,4.318,0.102,5689.55,69.75,0.073,0.07
83710,332709023,12/03/2015,183.399379,29.172685,G8,-999,-5.14E-06,1.42E-05,-1.54,4.26,4.696,0.042,5141.44,30.46,-0.129,0.025
71885,38003062,08/02/2012,137.616,31.584185,F7,14.48639965,0.000207911,1.78E-05,62.33,5.34,4.116,0.132,5932.05,79.19,-0.782,0.086
66448,159505152,26/09/2013,342.85162,2.73829,dM2,-999,0.00018881,1.24E-05,,,5.01,0.21,3569.05,100.25,,
5592,95309101,24/12/2012,74.91419,-0.0633492,A9,-999,0.00024836,2.84E-05,,,,,,,,
88651,227304052,21/03/2014,123.20244,14.901015,F5,-999,5.55E-05,1.67E-05,16.65,5,4.143,0.05,6531.12,36.02,-0.248,0.03
46401,28001089,11/01/2012,70.128377,38.634496,F8,-999,1.14E-05,2.53E-05,,,,,,,,
43966,161913044,05/10/2013,67.493254,38.456262,A5,14.81649971,-9.70E-05,2.16E-05,-29.07,6.47,3.812,0.084,7565.07,58.17,0.366,0.058
101393,567006176,28/04/2017,170.192364,-0.569216,F9,15.10270023,-8.33E-05,1.19E-05,-24.97,3.57,4.257,0.038,5922.36,26.74,-0.536,0.023
9456,447006042,26/03/2016,267.723338,29.335864,G3,-999,9.77E-05,1.02E-05,29.3,3.06,4.131,0.032,5718.13,22.91,-0.162,0.019
34659,45502206,10/03/2012,163.542246,25.202908,G7,14.86079979,-5.92E-05,1.09E-05,,,,,,,,
42231,258103212,02/11/2014,84.389603,17.78012,G3,-999,2.74E-05,1.41E-05,8.21,4.23,3.588,0.045,5616.63,31.69,-0.133,0.027
69074,392514040,20/12/2015,347.066475,56.284608,A1,-999,-0.00014907,1.10E-05,-44.69,3.3,4.161,0.035,6442.33,24.67,-1.964,0.021
5860,191905173,15/12/2013,94.74924,46.612823,G8,-999,4.41E-05,1.14E-05,13.23,3.41,4.695,0.035,5090.47,24.85,-0.243,0.02
34850,250013058,29/09/2014,294.326363,50.217331,K0,13.62510014,-0.000196169,2.05E-05,-58.81,6.14,4.715,0.106,4987.8,67.2,0.236,0.07
25314,482912090,23/11/2016,44.474651,3.502229,F7,19.47890091,1.18E-05,1.11E-05,3.55,3.34,4.253,0.035,6095.05,24.96,-0.505,0.021
14814,197308022,23/12/2013,113.86045,26.646325,G0,19.4265995,5.85E-05,3.20E-05,17.54,9.59,4.132,0.208,5829.09,126.39,-0.524,0.136
26218,155011169,23/05/2013,289.556375,44.943417,G3,-999,-6.99E-05,2.82E-05,-20.96,8.44,4.296,0.138,5998.1,88.76,0.255,0.092
88609,547601004,03/03/2017,155.489221,39.469397,G8,-999,-7.78E-05,1.73E-05,-23.33,5.18,4.758,0.074,5160.61,49.66,-0.318,0.051
43856,58416166,03/10/2012,49.010145,4.870399,G9,-999,-1.23E-05,1.35E-05,-3.7,4.04,3.687,0.055,4954.34,37.59,-0.266,0.038
36484,26510219,04/01/2012,23.653648,29.338256,F2,-999,-7.53E-05,2.95E-05,-22.56,8.84,4.444,0.237,5854.99,141.43,-0.479,0.155
33210,582811077,01/04/2017,187.6547425,34.590036,dM3,-999,-7.14E-05,7.51E-06,,,5.102,0.17,3519.66,83.65,,
90510,2414184,09/11/2011,29.8845,58.7448,F6,14.76049995,-0.00011581,9.39E-06,,,,,,,,
53655,89604071,04/12/2012,80.595127,33.011339,A2,-999,-8.44E-05,1.73E-05,-25.29,5.19,4.323,0.055,7157.98,38.51,-0.29,0.033
71587,535909121,13/02/2017,131.8782189,19.8556347,K3,-999,8.45E-05,2.36E-05,25.33,7.07,4.726,0.059,4965.12,44.08,0.064,0.033
3683,364907180,04/10/2015,76.022981,42.697437,G5,13.53339958,6.71E-05,1.34E-05,20.13,4.03,2.779,0.084,4466.99,51.24,0.135,0.055
83225,563803064,18/04/2017,151.893666,21.572333,G7,13.71720028,0.000610556,1.90E-05,183.04,5.69,3.316,0.049,5070.9,36.2,-0.716,0.028
67955,646507217,15/02/2018,109.89297,11.856675,K5,-999,0.000319521,1.07E-05,95.79,3.22,4.743,0.083,4306.81,49.57,-0.278,0.054
82482,619215219,20/12/2017,133.913718,23.097345,G2,18.8064003,-0.000172319,2.73E-05,-51.66,8.18,4.066,0.105,5868.26,73.15,-0.25,0.073
43921,157101156,14/09/2013,338.861143,9.921004,K3,11.30990028,-0.000463988,1.74E-05,-139.1,5.22,1.689,0.036,4222.1,28.69,-0.667,0.017
88257,587815041,22/09/2017,52.593726,49.30063,K5,-999,-0.00023062,1.09E-05,,,,,,,,
34426,592811023,15/10/2017,63.014916,69.121749,K1,17.01980019,-6.41E-05,1.30E-05,-19.21,3.91,4.625,0.098,5094.12,58.83,0.266,0.064
84784,756304026,23/10/2019,342.51915,-0.0331304,dM0,19.69540024,-0.00021057,3.44E-05,,,5.055,0.36,3800,179.49,,
57374,226913019,20/03/2014,159.074071,17.716267,K5,-999,0.00013176,4.92E-06,,,,,,,,
40424,646614151,15/02/2018,147.87601,42.800912,K1,13.51980019,9.39E-05,1.92E-05,28.15,5.75,4.71,0.084,5013.18,55.84,-0.243,0.057
1556,174303166,05/11/2013,84.900717,33.375867,A6,16.61529922,-9.32E-05,2.80E-05,-27.93,8.4,4.841,0.229,8389.58,136.22,-0.3,0.149
36964,380715111,01/11/2015,30.985207,55.552958,K1,-999,-0.000368155,1.83E-05,-110.37,5.5,3.518,0.116,4803.88,70.77,0.096,0.076
49414,501507070,27/12/2016,105.1834,4.983833,dM2,-999,1.82E-05,2.98E-05,,,4.555,0.22,3616.61,103.85,,
98975,135003132,14/03/2013,116.81711,27.73542,dM0,-999,0.00014748,1.42E-05,,,4.572,0.18,3621.45,92.4,,
58316,438807213,12/03/2016,199.9846223,40.7648796,G7,-999,-0.00014883,1.49E-05,,,,,,,,
93166,497016204,17/12/2016,154.514704,52.36479,G3,-999,0.00052846,1.46E-05,,,,,,,,
22795,151416034,06/05/2013,254.475572,36.838799,G7,13.47119999,-0.000274457,1.57E-05,-82.28,4.7,3.805,0.121,5442.99,72.57,0.142,0.079
21666,422403222,09/02/2016,104.05696,15.914669,K7,18.24410057,5.54E-06,1.06E-05,,,,,,,,
69982,205415107,10/01/2014,89.177604,25.002291,G5,17.7371006,0.000194334,1.04E-05,58.26,3.11,2.74,0.058,4967.54,36.23,-0.358,0.038
47277,364003037,03/10/2015,66.571872,44.138552,K5,-999,-6.38E-05,1.30E-05,-19.12,3.9,4.625,0.05,4430.87,35.01,0.149,0.035
89579,224313058,12/03/2014,106.10167,38.77079,F9,-999,6.49E-05,1.29E-05,19.46,3.87,3.835,0.041,5565.88,29.03,0.272,0.025
84738,580508217,13/06/2017,291.99341,37.961357,G5,-999,-7.31E-05,1.79E-05,-21.92,5.37,2.926,0.04,4485.43,30.8,0.26,0.021
40502,602613123,15/11/2017,0.3849272,37.821167,dM4,-999,-9.62E-05,3.07E-05,,,4.859,0.28,3533.57,122.95,,
38467,757514076,26/10/2019,46.726709,0.9885036,G5,-999,-0.000445208,1.65E-05,-133.47,4.95,1.747,0.105,4437.62,64.24,-0.634,0.069
43605,433607168,28/02/2016,196.322796,8.87859,F9,13.3593998,-8.50E-05,1.76E-05,-25.48,5.29,4.176,0.074,5605.95,49.82,0.139,0.051
44559,768405030,27/11/2019,80.103013,2.5577922,G3,13.22019959,-5.06E-05,1.57E-05,-15.16,4.72,4.213,0.046,5482.02,33.4,-0.532,0.027
51116,402608192,07/01/2016,22.424001,39.389407,F7,16.76320076,-0.00017382,3.10E-05,-52.11,9.3,4.311,0.207,5862.04,125.6,-0.798,0.135
30380,405813030,12/01/2016,122.04317,39.521136,K3,-999,-2.16E-05,4.70E-06,,,,,,,,
83403,438905197,12/03/2016,229.582563,23.509161,G2,-999,2.95E-05,1.47E-05,8.84,4.41,4.16,0.043,5915.23,31.14,-0.239,0.025
101881,135210118,15/03/2013,137.891376,20.964096,K3,-999,-5.36E-05,7.22E-06,,,,,,,,
2552,446603095,26/03/2016,188.781003,45.593491,K3,-999,8.16E-05,1.91E-05,24.46,5.74,4.53,0.121,4625.71,74.17,-0.498,0.08
21903,185001048,29/11/2013,106.93366,34.600447,G2,-999,5.36E-05,1.83E-05,16.08,5.48,4.134,0.058,5746.08,40.23,-0.218,0.035
87540,108001117,16/01/2013,89.029856,18.148632,F9,12.79469967,2.90E-06,1.34E-05,0.87,4.01,4.011,0.042,6123.76,29.62,0.061,0.026
94308,492712235,10/12/2016,24.169862,49.054524,G7,19.75180054,-7.36E-05,6.19E-05,,,,,,,,
10428,285902140,26/12/2014,10.5247794,13.8060036,K7,-999,9.31E-05,1.73E-05,27.92,5.19,4.806,0.149,4064.65,88.5,-0.577,0.097
66242,83003099,25/11/2012,87.621036,38.178078,G5,-999,-0.000121251,1.59E-05,-36.35,4.77,2.769,0.102,4824.43,62.14,-0.191,0.067
8827,814109119,27/03/2020,199.893521,2.225956,dM1,14.38739967,-0.00021892,4.50E-05,,,4.692,0.23,3670.94,124.54,,
682,503907112,29/12/2016,168.930283,46.386548,G8,-999,-7.76E-05,1.68E-05,-23.25,5.03,4.69,0.064,5205.58,44.54,-0.085,0.044
98574,210210206,21/01/2014,176.757878,45.756731,K4,18.9864006,-0.00018299,5.68E-06,,,,,,,,
30668,127702204,26/02/2013,87.724452,26.816031,G5,-999,-4.22E-05,6.22E-06,,,,,,,,
10132,102103018,05/01/2013,87.152144,31.673536,dM2,-999,-0.00025588,5.04E-05,,,5.391,0.26,3601.23,138.29,,
100198,641807235,05/02/2018,82.174218,-2.8788444,dM4,-999,-6.21E-05,2.54E-05,,,4.806,0.24,3249.52,110.23,,
71614,192504235,15/12/2013,41.884268,44.432285,G3,-999,-7.38E-05,1.49E-05,-22.12,4.46,4.516,0.077,5758.29,49.09,-0.146,0.051
76184,258111194,02/11/2014,85.243546,19.395099,G0,13.76270008,0.000159911,1.28E-05,47.94,3.84,4.177,0.041,5960.9,28.8,-0.274,0.024
99450,57904116,02/10/2012,325.284144,1.949823,K1,18.14529991,-0.00015313,2.68E-05,,,,,,,,
82995,791706059,18/01/2020,199.669654,24.351854,K5,-999,-7.21E-06,2.00E-05,-2.16,6,4.513,0.146,4446.63,87.49,-0.358,0.095
67458,38315003,08/02/2012,208.217075,-0.516524,K4,14.76500034,6.38E-05,1.02E-05,,,,,,,,
80052,633316077,20/01/2018,75.769215,37.181742,dM4,17.51399994,0.00029302,0.00024599,,,5.237,0.43,3825.63,221.25,,
83990,21416022,25/12/2011,86.982793,30.333559,A1,15.22599983,2.50E-05,8.60E-06,,,,,,,,
24598,43206013,19/02/2012,131.502075,15.161657,K7,-999,0.00020877,5.98E-05,,,,,,,,
25537,268203109,18/11/2014,26.988976,41.042197,G8,15.84939957,-3.61E-05,3.25E-05,-10.82,9.73,4.324,0.199,5622.66,121.97,0.155,0.13
71032,274713215,02/12/2014,84.9270628,32.3867683,G5,-999,-6.97E-06,1.28E-05,-2.09,3.83,1.67,0.058,4354.75,38.2,-0.426,0.039
12036,176415053,12/11/2013,92.054338,23.615629,A1,14.71179962,0.000127055,3.88E-05,38.09,11.64,4.136,0.052,8286.25,31.34,-0.359,0.03
96443,284316236,23/12/2014,81.578081,40.541972,F9,16.7147007,-1.60E-05,2.91E-05,,,,,,,,
59648,260411033,05/11/2014,33.774121,42.982429,A5,-999,-7.50E-05,2.64E-06,-22.47,0.79,3.973,0.005,7788.08,4.32,-0.217,0.002
102081,57716113,02/10/2012,324.353174,3.720028,F5,-999,7.54E-05,1.09E-05,,,,,,,,
85355,758410047,28/10/2019,91.9152172,28.5626194,G5,-999,-7.79E-05,1.53E-05,-23.35,4.58,2.516,0.049,4767.89,34.3,-0.247,0.029
4019,804302119,19/02/2020,191.9857764,0.85206,G5,-999,1.74E-05,1.55E-05,5.21,4.65,2.629,0.045,4553.42,32.57,-0.318,0.026
70355,281307147,18/12/2014,132.197537,31.670677,F2,-999,3.71E-05,1.98E-05,11.11,5.94,4.382,0.062,6186.75,43.1,-0.168,0.039
25948,490609160,08/12/2016,341.502628,22.628735,F2,12.92850018,-5.55E-05,1.12E-05,-16.64,3.35,4.089,0.031,6136.03,22.86,-0.106,0.018
63277,83016054,25/11/2012,87.473164,40.021635,G5,-999,3.75E-05,1.67E-05,11.25,5.02,1.937,0.092,4724.13,57.47,-0.53,0.061
77735,187601078,05/12/2013,21.6401643,-4.3644479,dM4,-999,2.10E-07,6.87E-06,,,5,0.23,3385.41,97.15,,
37785,108109172,16/01/2013,211.379249,8.243696,G3,18.29560089,-0.000311082,1.55E-05,-93.26,4.64,4.006,0.06,5661.58,41.71,-0.239,0.042
2087,403808216,09/01/2016,27.815636,44.9668,G8,15.45600033,-0.000210679,1.57E-05,-63.16,4.72,4.366,0.049,5434.65,34.44,0.197,0.03
24122,154613096,22/05/2013,247.367738,49.130283,K4,14.2947998,-0.00016666,4.85E-06,,,,,,,,
11159,172602122,30/10/2013,327.07274,26.804201,G5,-999,-1.37E-05,6.25E-06,,,,,,,,
47806,136712123,22/03/2013,147.030676,41.660742,F5,-999,-2.23E-05,7.67E-06,,,,,,,,
26943,211514049,25/01/2014,89.542327,-5.808522,F5,-999,0.000243135,3.42E-05,72.89,10.25,4.051,0.138,6291.65,94.25,-0.079,0.095
61272,378308182,29/10/2015,16.550736,37.57156,F6,19.23570061,-0.000150571,1.06E-05,-45.14,3.19,4.049,0.032,6147.14,23.03,-0.461,0.019
36532,307205152,29/01/2015,113.34191,27.857242,F5,-999,8.07E-05,1.60E-05,24.19,4.79,4.178,0.05,6457.91,35.19,-0.353,0.031
28530,254903084,17/10/2014,79.2885314,36.1601103,A6,14.17500019,7.98E-05,1.55E-05,23.92,4.64,4.06,0.049,7627.84,34.76,0.007,0.03
55972,483710053,24/11/2016,86.811997,2.5385888,F0,17.07719994,0.0003202,0.00013775,,,,,,,,
92535,496006042,15/12/2016,17.235135,9.823879,K1,12.07460022,-5.90E-06,1.98E-05,-1.77,5.94,4.352,0.054,5363.13,39.54,0.445,0.031
45368,724712087,09/02/2019,154.963793,27.057167,F0,-9999,-2.84E-05,5.78E-05,-8.52,17.32,4.269,0.375,6556.23,228.31,-0.093,0.245
85894,206012014,11/01/2014,99.784804,38.757178,G9,13.99580002,1.29E-05,1.52E-05,3.87,4.56,4.703,0.047,5189.69,35.15,0.091,0.033
29581,435514046,05/03/2016,95.6020267,17.1223625,A1,-999,0.00017885,1.49E-06,,,,,,,,
60753,103203082,06/01/2013,141.954102,23.37397,G8,15.16209984,-9.95E-05,2.08E-05,,,,,,,,
16334,733202142,06/03/2019,222.007131,16.569458,K5,-999,-8.15E-05,1.87E-05,-24.43,5.6,4.588,0.118,4175.56,72.22,-0.499,0.077
23343,214106095,29/01/2014,42.710428,39.831474,G5,-999,1.65E-05,1.25E-05,4.96,3.74,2.509,0.04,4792.73,27.83,-0.382,0.024
32500,232010192,03/04/2014,211.663032,22.53412,G0,-999,-0.000399743,3.03E-05,-119.84,9.07,4.166,0.143,5687.91,93.11,-0.6,0.096
14411,497002140,17/12/2016,155.810812,49.341025,G9,-999,-0.00013333,1.01E-05,,,,,,,,
178,584403012,16/04/2017,253.7855486,31.6746928,K5,-999,-0.000142499,5.15E-05,-42.72,15.45,4.431,0.348,4499.66,211.07,-0.413,0.228
44147,217707230,11/02/2014,242.145554,15.628097,F5,-999,-0.000834577,2.75E-05,-250.2,8.24,3.863,0.167,5888.9,102.88,-1.312,0.11
12088,297105246,12/01/2015,101.6839253,26.282755,G2,13.7201004,0.000149704,1.67E-05,44.88,5,4.384,0.053,6056.08,36.63,-0.122,0.032
3249,300908141,20/01/2015,109.61342,15.88267,F5,18.38120079,6.54E-05,1.94E-05,19.6,5.83,4.234,0.08,6485.59,54.4,-0.178,0.055
2843,40314067,11/02/2012,180.335991,26.684107,G9,-999,-2.90E-05,1.50E-05,-8.7,4.51,4.701,0.057,4929.26,40.03,-0.347,0.04
47563,485809203,30/11/2016,57.2843784,14.0273151,F5,-999,-0.00044952,2.94E-05,,,,,,,,
51311,582315187,08/03/2017,202.49705,27.256681,F9,15.64239979,-0.000118716,1.60E-05,-35.59,4.81,4.361,0.075,5517.41,49.09,-0.277,0.051
68413,197208033,23/12/2013,74.195388,23.143804,F5,15.77560043,4.94E-05,2.06E-05,14.82,6.19,4.343,0.08,6311.29,55.54,-0.1,0.056
67196,275102056,03/12/2014,160.181897,16.696639,G2,-999,0.00013973,1.80E-05,41.89,5.39,3.713,0.057,5612.8,40.1,-0.613,0.035
99827,760404207,31/10/2019,93.1211226,23.3490656,F0,15.35929966,2.82E-05,4.12E-05,,,,,,,,
30353,79112171,19/11/2012,59.993147,32.377239,F0,17.58939934,-0.00015143,9.59E-06,,,,,,,,
74638,806601097,28/02/2020,100.8346146,21.0252546,A6,-999,-0.00014991,3.73E-05,,,,,,,,
94255,109514103,23/01/2013,115.79448,4.0421598,F7,-999,2.78E-05,1.15E-05,8.34,3.45,4.319,0.036,6017.59,25.21,-0.353,0.022
10747,485905080,01/12/2016,351.8851884,18.5458522,K7,-999,-0.000176322,9.24E-06,-52.86,2.77,4.56,0.077,3950.12,45.6,-0.389,0.05
69140,629707156,12/01/2018,164.360332,47.0289806,K7,-999,7.71E-06,1.16E-05,2.31,3.49,4.691,0.093,3916.32,55.64,-0.899,0.061
59456,3010190,10/11/2011,59.803122,44.31398,G3,15.03110027,-0.00030853,1.40E-05,,,,,,,,
99123,721907025,30/01/2019,70.736819,6.0895736,G0,-999,0.000220219,2.66E-05,66.02,7.97,4.474,0.188,6164.28,113.47,0.018,0.123
90761,400006085,04/01/2016,63.638396,46.382635,F7,18.84399986,-2.11E-05,1.83E-05,-6.34,5.48,3.858,0.121,6144.13,73.27,-0.135,0.079
62454,33114095,25/01/2012,154.920843,46.991346,K5,18.60659981,-0.000137328,1.59E-05,-41.17,4.78,4.51,0.133,4560.53,78.81,-0.666,0.087
4768,432706012,25/02/2016,130.64317,14.490073,F9,12.79039955,0.000107941,1.20E-05,32.36,3.6,4.472,0.036,5668.42,25.67,-0.049,0.021
32530,573603232,23/05/2017,207.962631,20.475007,G2,19.33359909,-8.35E-05,8.76E-05,-25.04,26.26,3.968,0.459,5849.46,290.66,-0.318,0.305
57828,557602239,21/03/2017,156.1910867,28.3386629,F4,-999,0.00084436,0.0001741,,,,,,,,
80179,234116230,09/04/2014,222.522527,20.358015,G7,-999,0.000128956,1.70E-05,38.66,5.1,3.212,0.054,4953.83,37.81,-0.547,0.033
77484,647616049,18/02/2018,92.701055,12.1397519,F5,13.62749958,2.17E-06,3.04E-05,0.65,9.1,4.281,0.139,6307.57,90.99,-0.148,0.094
16526,386207245,03/12/2015,109.3489,11.617347,dM1,-999,0.00016372,6.24E-06,,,5.121,0.14,3722.26,65.49,,
89384,174316014,05/11/2013,83.360587,34.66744,G1,-999,9.15E-05,1.74E-05,,,,,,,,
691,730913046,01/03/2019,96.2106778,19.4207033,F0,17.13920021,1.67E-06,1.81E-05,0.5,5.43,3.977,0.057,7468.72,39.6,0.231,0.035
78066,401912149,06/01/2016,26.295087,45.191167,F5,-999,-0.000107841,1.72E-05,-32.33,5.15,4.149,0.055,6351.39,38.41,-0.379,0.033
27430,507709047,03/01/2017,85.717952,1.6579559,F9,-999,0.000321022,1.91E-05,96.24,5.72,3.874,0.141,5827.37,84.44,-0.158,0.092
51679,367412082,08/10/2015,44.59374,-0.096267,dM1,-999,-6.91E-05,6.02E-05,,,5.282,0.25,3756.37,137.06,,
9631,484011224,25/11/2016,338.530111,5.040283,G7,-999,-0.000213915,2.15E-05,-64.13,6.44,4.45,0.089,5494.27,60.43,0.035,0.061
13106,315201183,08/02/2015,75.65182,37.502065,A1,16.45750046,-2.56E-05,5.35E-06,,,,,,,,
32714,456211190,24/04/2016,219.037373,11.760975,G3,-999,9.84E-05,1.12E-05,29.5,3.35,3.856,0.035,5607.07,25.89,-0.461,0.024
19479,476507110,04/11/2016,359.80749,37.82994,dM0,-999,-0.0001042,8.54E-06,,,4.716,0.16,3712.67,77.84,,
65171,293716009,08/01/2015,113.26494,35.302742,G4,-999,-0.00013349,1.05E-05,,,,,,,,
40306,388709244,12/12/2015,97.861243,11.194609,G5,-999,9.96E-05,1.11E-05,29.85,3.34,2.503,0.08,5020.6,48.21,-0.419,0.052
75457,470802116,01/10/2016,17.6764004,4.8239454,K3,-999,1.07E-06,0.00047181,,,,,,,,
47608,363705127,03/10/2015,22.945485,14.338502,K1,13.70470047,-9.20E-05,1.28E-05,-27.57,3.84,4.617,0.041,5229.21,28.61,0.198,0.025
22154,248102225,15/09/2014,305.311205,36.590299,A2,-999,-6.55E-05,7.64E-06,,,,,,,,
33985,769001083,28/11/2019,137.0791909,20.8527272,G3,16.50049973,1.84E-05,1.90E-05,,,,,,,,
100691,651812112,26/02/2018,91.4865142,-1.5512681,G2,-999,0.00042975,2.18E-05,,,,,,,,
2642,105609078,09/01/2013,195.294792,-1.470134,G8,-999,-8.24E-05,1.42E-05,-24.7,4.26,4.41,0.048,5241.4,35.4,0.18,0.035
23021,10902229,03/12/2011,44.66465,26.919778,K7,-999,-3.65E-05,1.97E-05,,,,,,,,
45625,644804187,12/02/2018,221.479438,22.253112,F9,-999,-0.000123352,1.22E-05,-36.98,3.67,3.762,0.031,5252.5,23.24,-0.407,0.018
5303,406507140,13/01/2016,51.681878,13.748802,K0,19.67679977,-9.66E-05,2.38E-05,-28.96,7.13,4.795,0.164,4870.65,99.14,-0.041,0.107
31696,545804162,28/02/2017,100.4613,53.02681,F0,14.98419952,3.33E-05,3.55E-05,9.97,10.65,4.134,0.16,6688.26,105.22,-0.414,0.108
24625,194612087,19/12/2013,62.488341,35.823032,G3,-999,-9.50E-05,1.29E-05,-28.47,3.88,4.539,0.04,5677.79,28.44,0.067,0.024
43007,330811215,07/03/2015,115.24753,43.515607,F0,-999,-0.00022906,5.67E-06,,,,,,,,
14537,10916235,03/12/2011,44.692184,30.444377,G8,19.27070045,0.00016892,5.38E-06,,,,,,,,
54462,779216044,21/12/2019,127.372566,25.964015,G4,-999,0.00010923,1.58E-05,,,,,,,,
18470,182709051,23/11/2013,17.783002,44.831356,dM1,14.15559959,-0.00020824,5.43E-06,,,5.328,0.17,3800,78.25,,
55273,649416189,21/02/2018,70.6232725,22.7467847,K1,12.34379959,-3.34E-05,1.43E-05,-10.02,4.3,2.422,0.114,4566.77,67.91,-0.146,0.074
99963,374714035,23/10/2015,319.107682,53.597093,G5,13.73340034,-6.70E-05,6.54E-06,,,,,,,,
99517,2315192,09/11/2011,4.502225,32.370003,G4,-999,-0.00032124,1.21E-05,,,,,,,,
31138,345903023,05/05/2015,166.115023,13.50066,G2,16.89979935,-6.79E-05,2.02E-05,-20.37,6.07,4.349,0.057,5844.44,41.42,-0.097,0.033
9596,368914214,11/10/2015,101.7853342,3.7128261,A1,-999,4.50E-06,7.21E-06,1.35,2.16,3.974,0.017,9982.74,13.12,-0.419,0.01
42507,181316071,21/11/2013,1.175105,6.411491,K7,14.76939964,2.20E-05,1.82E-05,6.61,5.47,4.745,0.066,4157.46,47.25,-0.843,0.047
57445,450405117,04/04/2016,268.3658861,5.4576342,F9,-999,0.000106774,1.37E-05,32.01,4.1,4.334,0.044,5734.01,30.7,0.092,0.026
5431,203914117,05/01/2014,35.8350855,4.2385501,G0,14.7979002,-5.36E-05,3.38E-05,-16.06,10.13,4.53,0.263,5860.07,156.86,-0.845,0.171
